simulation,annualized_sharpe,final_equity,strategy_sharpe,p_value
39,0.6401521354423981,2956913.777822604,0.6788065184942079,0.171
40,0.5382447616701982,3003028.45016673,0.6788065184942079,0.171
41,0.6150697285650822,3118056.505905445,0.6788065184942079,0.171
42,0.733394187142413,3395950.067361499,0.6788065184942079,0.171
43,0.6307362929408579,3230207.742846905,0.6788065184942079,0.171
44,0.748818712215393,3574108.9888264057,0.6788065184942079,0.171
45,0.493739996226121,2619450.126365289,0.6788065184942079,0.171
46,0.5992590091327109,3269977.9868149008,0.6788065184942079,0.171
47,0.6349598012390976,3345991.4356614985,0.6788065184942079,0.171
48,0.534470807607341,2865730.8212443977,0.6788065184942079,0.171
49,0.46406946733421706,2551467.5283882846,0.6788065184942079,0.171
50,0.487412383093507,2408680.697090845,0.6788065184942079,0.171
51,0.6817021882627952,3383579.181963448,0.6788065184942079,0.171
52,0.5475889894913515,2958225.3227286264,0.6788065184942079,0.171
53,0.4641434173022245,2525669.7785858004,0.6788065184942079,0.171
54,0.6305143426596279,3465110.6200059527,0.6788065184942079,0.171
